"Year","Make","Name","Kilometers_Driven","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2015,"Maruti","Maruti Swift Dzire ZXi",27000,1,17.5,1298,85.8,5,0,0,0,0,0,1,4.45
2012,"Hyundai","Hyundai i20 Magna",37000,1,18.5,1197,80,5,0,0,0,0,0,1,2.65
2017,"Mahindra","Mahindra KUV 100 mFALCON D75 K4 Plus 5str",10500,1,25.32,1198,77,5,0,0,0,1,0,0,4.7
2014,"Hyundai","Hyundai Elantra 1.6 SX Option AT",49000,0,18.23,1582,126.2,5,0,0,0,1,0,0,8.9
2017,"Jeep","Jeep Compass 2.0 Limited Option Black",7000,1,17.1,1956,170,5,0,0,0,1,0,0,17.45
2017,"Maruti","Maruti Vitara Brezza VDi Option",71256,1,24.3,1248,88.5,5,0,0,0,1,0,0,9.58
2012,"Toyota","Toyota Corolla Altis 1.8 GL",83184,1,14.28,1798,138.03,5,0,0,0,0,0,1,6.22
2013,"Mahindra","Mahindra XUV500 W8 2WD",87284,1,15.1,2179,140,7,0,0,0,1,0,0,7.8
2016,"BMW","BMW X1 xDrive 20d xLine",7000,0,20.68,1995,190,5,0,0,0,1,0,0,27.75
2015,"Hyundai","Hyundai i20 Magna 1.4 CRDi",29000,1,22.54,1396,88.73,5,1,0,0,1,0,0,7
2017,"Mercedes-Benz","Mercedes-Benz GLE 350d",33552,0,11.57,2987,254.79,5,0,0,0,1,0,0,64.87
2013,"Chevrolet","Chevrolet Cruze LTZ",64000,1,17.3,1998,163.7,5,1,0,0,1,0,0,6.5
2011,"Hyundai","Hyundai i20 1.2 Magna",82000,1,18.5,1197,80,5,1,0,0,0,0,1,2.7
2012,"Honda","Honda Brio S MT",70000,1,19.4,1198,86.8,5,1,0,0,0,0,1,2.5
2013,"Nissan","Nissan Evalia 2013 XL",166194,1,19.3,1461,84.8,7,0,0,0,1,0,0,3.9
2015,"Volkswagen","Volkswagen Polo Petrol Trendline 1.2L",58000,1,16.47,1198,73.9,5,0,0,0,0,0,1,3.95
2010,"Hyundai","Hyundai i10 Sportz 1.2",77000,1,20.36,1197,78.9,5,1,0,0,0,0,1,2.1
2009,"Chevrolet","Chevrolet Cruze LTZ AT",73204,0,18.1,1991,147.9,4,0,1,0,1,0,0,3.5
2007,"Hyundai","Hyundai i10 Era",70000,1,19.81,1086,68.05,5,1,0,0,0,0,1,2
2014,"Maruti","Maruti Ertiga VDI",79870,1,20.77,1248,88.76,7,0,0,0,1,0,0,5.35
2013,"Honda","Honda Amaze S i-Dtech",90000,1,25.8,1498,98.6,5,0,0,0,1,0,0,3.8
2016,"Mercedes-Benz","Mercedes-Benz A Class A180 Sport",17000,0,15.5,1595,122,5,0,0,0,0,0,1,17.25
2018,"Hyundai","Hyundai Grand i10 1.2 Kappa Magna",46493,1,18.9,1197,81.86,5,0,0,0,0,0,1,5.53
2009,"Hyundai","Hyundai i10 Sportz 1.2",68000,1,20.36,1197,78.9,5,0,1,0,0,0,1,1.95
2017,"Maruti","Maruti Swift DDiS ZDI Plus",2000,1,28.4,1248,74,5,0,0,0,1,0,0,8.2
1999,"Honda","Honda City 1.3 EXI",140000,1,13,1343,90,5,0,0,0,0,0,1,0.9
2013,"Toyota","Toyota Innova 2.5 GX (Diesel) 7 Seater",255000,1,12.99,2494,100.6,7,0,1,0,1,0,0,6.5
2014,"Mini","Mini Cooper Countryman D High",45535,0,23.8,1998,112,5,0,0,0,1,0,0,19.41
2016,"Fiat","Fiat Linea T-Jet Active",39228,1,15.7,1368,112.4,5,0,0,0,0,0,1,6.58
2011,"Chevrolet","Chevrolet Aveo 1.4 LT",57000,1,14.49,1399,92.7,5,1,0,0,0,0,1,2.1
2008,"Hyundai","Hyundai i10 Era 1.1",85445,1,19.81,1086,68.05,5,1,0,0,0,0,1,2
2015,"Hyundai","Hyundai Xcent 1.1 CRDi Base",54000,1,24.4,1120,71,5,0,0,0,1,0,0,3.7
2014,"Maruti","Maruti Celerio VXI AT",53000,0,23.1,998,67.04,5,0,0,0,0,0,1,3.8
2014,"Hyundai","Hyundai i10 Sportz",60000,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.25
2015,"Renault","Renault Duster 85PS Diesel RxL",65668,1,19.87,1461,83.8,5,0,0,0,1,0,0,5.53
2011,"BMW","BMW 3 Series 320d",1e+05,0,22.69,1995,190,5,1,0,0,1,0,0,10.9
2018,"Hyundai","Hyundai Grand i10 Sportz",1800,1,18.9,1197,82,5,0,0,0,0,0,1,5.1
2009,"Chevrolet","Chevrolet Spark 1.0 LS",44200,1,18,995,62,5,1,0,0,0,0,1,1.6
2018,"Honda","Honda City i VTEC VX Option",14000,1,17.4,1497,117.3,5,0,0,0,0,0,1,11.25
2013,"Volkswagen","Volkswagen Vento Diesel Highline",720000,1,20.54,1598,103.6,5,0,0,0,1,0,0,5.9
2012,"Toyota","Toyota Fortuner 4x2 4 Speed AT",73000,0,11.5,2982,169,7,0,0,0,1,0,0,14.4
2011,"Honda","Honda City 1.5 S MT",68000,1,17,1497,118,5,0,0,0,0,0,1,3.6
2017,"BMW","BMW 5 Series 2013-2017 520d Luxury Line",19543,0,18.12,1995,190,5,0,0,0,1,0,0,40.5
2014,"Audi","Audi Q5 30 TDI quattro Premium Plus",38000,0,14.16,1968,174.3,5,1,0,0,1,0,0,38.95
2014,"Maruti","Maruti Ritz LDi",32805,1,23.2,1248,73.94,5,0,0,0,1,0,0,3.6
2016,"Volkswagen","Volkswagen Vento 1.5 TDI Highline AT",44782,0,21.21,1498,103.2,5,0,0,0,1,0,0,7.12
2016,"Honda","Honda City i DTEC SV",55700,1,26,1498,98.6,5,0,0,0,1,0,0,7.52
2012,"Audi","Audi A4 New 2.0 TDI Multitronic",60000,0,15.2,1968,140.8,5,1,0,0,1,0,0,10.35
2014,"Skoda","Skoda Rapid 1.6 MPI Elegance",56000,1,15,1598,103.52,5,0,0,0,0,0,1,7
2011,"Toyota","Toyota Fortuner 3.0 Diesel",60000,1,11.5,2982,171,7,0,0,0,1,0,0,10.85
2010,"Chevrolet","Chevrolet Optra Magnum 2.0 LT BS3",78563,1,16.52,1991,123.7,5,0,0,0,1,0,0,2.35
2014,"Maruti","Maruti Eeco 7 Seater Standard",34669,1,15.1,1196,73,7,0,0,0,0,0,1,2.9
2017,"Maruti","Maruti Ciaz ZXi",17000,1,20.73,1373,91.1,5,0,0,0,0,0,1,7.65
2016,"Maruti","Maruti Ciaz VDi Plus SHVS",66000,1,28.09,1248,88.5,5,0,0,0,1,0,0,6.4
2014,"Toyota","Toyota Innova 2.5 LE 2014 Diesel 7 Seater",102418,1,12.99,2494,100.6,7,0,0,0,1,0,0,10.1
2014,"Maruti","Maruti Swift Dzire VXI",48800,1,19.1,1197,85.8,5,0,0,0,0,0,1,4.25
2019,"Toyota","Toyota Innova Crysta 2.8 GX AT",10601,0,11.36,2755,171.5,7,0,0,0,1,0,0,19.65
2017,"Tata","Tata Indica V2 eLX",8200,1,25,1396,69,5,0,0,0,1,0,0,4.4
2012,"Hyundai","Hyundai i20 Magna",1e+05,1,18.5,1197,82.85,5,0,0,0,0,0,1,3.25
2012,"Ford","Ford Fiesta 1.4 Duratorq ZXI",78000,1,17.8,1399,68,5,0,0,0,1,0,0,2.8
2015,"Chevrolet","Chevrolet Enjoy 1.3 TCDi LS 8",50000,1,18.2,1248,73.74,8,0,0,0,1,0,0,4.3
2006,"Ford","Ford Fiesta 1.4 Duratorq EXI",89327,1,17.8,1399,68,5,0,1,0,1,0,0,1.55
2007,"Honda","Honda CR-V 2.4 MT",98000,1,10.8,2354,152,5,1,0,0,0,0,1,4.7
2017,"Honda","Honda Jazz 1.2 VX i VTEC",24700,1,18.7,1199,88.7,5,0,0,0,0,0,1,7.07
2018,"Mercedes-Benz","Mercedes-Benz GLS 350d Grand Edition",6000,0,11,2987,258,7,0,0,0,1,0,0,79
2018,"Hyundai","Hyundai Grand i10 1.2 Kappa Sportz",9434,1,18.9,1197,81.86,5,0,0,0,0,0,1,5.75
2012,"Maruti","Maruti Ritz VXi",29000,1,18.5,1197,85.8,5,0,0,0,0,0,1,3.25
2017,"Volkswagen","Volkswagen Ameo 1.5 TDI Highline AT",22440,0,22,1498,108.495,5,0,0,0,1,0,0,8.89
2015,"Honda","Honda City i VTEC SV",73070,1,17.4,1497,117.3,5,0,0,0,0,0,1,5.9
2016,"Honda","Honda Jazz 1.2 S i VTEC",21771,1,18.7,1199,88.7,5,0,0,0,0,0,1,4.95
2014,"Maruti","Maruti Swift Ldi BSIV",62000,1,17.8,1248,75,5,0,0,0,1,0,0,3.75
2017,"Hyundai","Hyundai Creta 1.6 CRDi AT SX Plus",37024,0,17.01,1582,126.2,5,0,0,0,1,0,0,10.97
2014,"Audi","Audi A7 2011-2015 3.0 TDI Quattro",60336,0,14.4,2967,241.4,5,1,0,0,1,0,0,24.94
2014,"Hyundai","Hyundai EON D Lite Plus",26008,1,21.1,814,55.2,5,0,0,0,0,0,1,1.97
2010,"Ford","Ford Figo Diesel EXI",90000,1,20,1399,68,5,1,0,0,1,0,0,1.4
2018,"Volkswagen","Volkswagen Ameo 1.2 MPI Highline",35569,1,17,1198,73.75,5,0,0,0,0,0,1,7.27
2013,"Renault","Renault Scala Diesel RxL",40000,1,21.64,1461,84.8,5,0,0,0,1,0,0,4
2015,"Honda","Honda Jazz 1.2 V i VTEC",45000,1,18.7,1199,88.7,5,0,0,0,0,0,1,4.75
2015,"Hyundai","Hyundai i20 1.2 Sportz",42000,1,17,1197,80,5,0,0,0,0,0,1,5.1
2012,"Audi","Audi A4 3.0 TDI Quattro Premium",46913,0,14.94,2967,241.4,5,0,0,0,1,0,0,16.11
2014,"Mahindra","Mahindra Ssangyong Rexton RX7",62000,0,11.18,2696,184,7,0,0,0,1,0,0,10.55
2017,"Toyota","Toyota Fortuner 2.8 2WD AT",15000,0,12.9,2755,174.5,7,0,0,0,1,0,0,30
2002,"Skoda","Skoda Octavia Classic 1.9 TDI MT",69000,1,18.7,1896,66,5,0,0,0,1,0,0,1.6
2012,"Mercedes-Benz","Mercedes-Benz New C-Class 250 CDI Classic",41367,0,15.8,2148,170,5,0,0,0,1,0,0,18.49
2018,"Maruti","Maruti Ciaz 1.4 Zeta",15982,1,20.73,1373,91.1,5,0,0,0,0,0,1,9.96
2013,"Maruti","Maruti Swift ZDi",99595,1,22.9,1248,74,5,1,0,0,1,0,0,4.75
2002,"Toyota","Toyota Qualis FS B3",63000,1,13.1,2446,75,10,0,1,0,1,0,0,3.65
2012,"BMW","BMW 5 Series 2007-2010 525d Sedan",49000,0,16.73,2495,218,5,1,0,0,1,0,0,15.5
2013,"Mitsubishi","Mitsubishi Pajero 2.8 SFX BSIII Dual Tone",48272,1,10.5,2835,116.9,6,0,0,0,1,0,0,11.82
2008,"Toyota","Toyota Corolla H2",63000,1,13.4,1794,125,5,0,0,0,0,0,1,2.05
2013,"Maruti","Maruti Omni E MPI STD BS IV",11734,1,16.8,796,34.2,8,0,0,0,0,0,1,2.25
2014,"Audi","Audi A6 2011-2015 2.0 TDI",62012,0,17.68,1968,174.33,5,0,0,0,1,0,0,20.12
2016,"Honda","Honda Jazz 1.5 S i DTEC",45449,1,27.3,1498,98.6,5,0,0,0,1,0,0,7.48
2004,"Mercedes-Benz","Mercedes-Benz E-Class 200 Kompressor Elegance",85000,0,10.5,1796,157.7,5,1,0,0,0,0,1,5.5
2013,"Audi","Audi A4 2.0 TDI",45330,0,16.55,1968,147.51,5,0,0,0,1,0,0,13.19
2012,"Maruti","Maruti Swift Dzire VXI",88000,1,19.1,1197,85.8,5,0,0,0,0,0,1,3.85
2016,"Maruti","Maruti Dzire VDI",45376,1,28.4,1248,73.75,5,0,0,0,1,0,0,5.75
2014,"Mahindra","Mahindra XUV500 W8 4WD",81000,1,15.1,2179,140,7,0,0,0,1,0,0,9
2012,"Chevrolet","Chevrolet Beat LT",83381,1,18.6,1199,79.4,5,0,0,0,0,0,1,2.21
2017,"Ford","Ford EcoSport 1.5 Diesel Titanium Plus",78526,1,23,1498,98.96,5,0,0,0,1,0,0,8.09
2017,"BMW","BMW 5 Series 2013-2017 530d M Sport",27313,0,14.69,2993,258,5,0,0,0,1,0,0,48.63
2015,"Audi","Audi Q5 30 TDI quattro Premium Plus",42747,0,14.16,1968,174.3,5,1,0,0,1,0,0,39.47
2015,"BMW","BMW X1 sDrive 20d xLine",42265,0,20.68,1995,190,5,1,0,0,1,0,0,22.24
2009,"Hyundai","Hyundai i10 Magna AT",21000,0,19.2,1197,80,5,0,0,0,0,0,1,2.6
2016,"Hyundai","Hyundai Creta 1.6 CRDi AT SX Plus",55100,0,17.01,1582,126.2,5,0,0,0,1,0,0,12
2014,"Audi","Audi A4 2.0 TDI 177 Bhp Premium Plus",70000,0,17.11,1968,174.33,5,0,0,0,1,0,0,18
2007,"Mercedes-Benz","Mercedes-Benz S Class 2005 2013 S 350 L",55000,0,10.13,3498,364.9,5,0,1,0,0,0,1,9.99
2012,"Hyundai","Hyundai i10 Magna",58235,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.45
2017,"Ford","Ford EcoSport 1.5 Diesel Titanium",26000,1,23,1498,98.96,5,0,0,0,1,0,0,8.99
2011,"Volkswagen","Volkswagen Vento Diesel Highline",35000,1,20.54,1598,103.6,5,0,0,0,1,0,0,3.15
2017,"Maruti","Maruti Dzire ZDI Plus",24000,1,28.4,1248,73.75,5,0,0,0,1,0,0,8.2
2016,"Mahindra","Mahindra Scorpio 1.99 S10",98000,1,15.4,1997,120,7,0,0,0,1,0,0,11.5
2016,"Hyundai","Hyundai i20 Asta 1.4 CRDi",44487,1,22.54,1396,88.73,5,0,0,0,1,0,0,7.3
2008,"Maruti","Maruti Alto LXi",65000,1,19.7,796,46.3,5,0,0,0,0,0,1,1.59
2015,"Hyundai","Hyundai i10 Magna",34951,1,20.36,1197,78.9,5,1,0,0,0,0,1,3.15
2015,"Mahindra","Mahindra Scorpio S6 7 Seater",52373,1,15.4,2179,120,7,1,0,0,1,0,0,8.5
2010,"Skoda","Skoda Fabia 1.2L Diesel Classic",66285,1,19.5,1199,75,5,0,0,0,1,0,0,3
2012,"BMW","BMW X5 xDrive 30d",66000,0,15.3,2993,258,5,0,0,0,1,0,0,21
2016,"Honda","Honda Jazz 1.5 S i DTEC",43000,1,27.3,1498,98.6,5,0,0,0,1,0,0,7.75
2013,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde",45200,0,10,2148,170,5,0,0,0,1,0,0,23
2016,"Mahindra","Mahindra XUV500 AT W10 FWD",41000,0,16,2179,140,7,0,0,0,1,0,0,13.75
2017,"Honda","Honda City i VTEC CVT SV",39430,0,18,1497,117.3,5,0,0,0,0,0,1,8.29
2014,"Maruti","Maruti Swift VDI",83274,1,22.9,1248,74,5,0,0,0,1,0,0,5.79
2017,"Mercedes-Benz","Mercedes-Benz New C-Class 220 CDI AT",32324,0,14.84,2143,170,5,0,0,0,1,0,0,30.5
2011,"Honda","Honda City 1.5 S MT",49999,1,17,1497,118,5,0,0,0,0,0,1,3.8
2014,"Tata","Tata Sumo EX",66000,1,15.3,2956,83.8,7,0,0,0,1,0,0,4.45
2012,"Hyundai","Hyundai i20 Magna",54000,1,18.5,1197,82.85,5,0,0,0,0,0,1,3.3
2009,"Fiat","Fiat Linea 1.3 Dynamic",80000,1,20.4,1248,91.2,5,1,0,0,1,0,0,1.75
2011,"Honda","Honda Civic 2006-2010 1.8 V AT",72000,0,12.9,1799,130,5,1,0,0,0,0,1,5.5
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Diesel",44865,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.35
2017,"Audi","Audi A3 35 TDI Technology",22000,0,20.38,1968,143,5,1,0,0,1,0,0,22.5
2013,"Hyundai","Hyundai Verna VTVT 1.6 SX Option",57478,1,17,1591,121.3,5,1,0,0,0,0,1,5.25
2011,"Hyundai","Hyundai i20 1.4 CRDi Magna",75000,1,21.9,1396,90,5,0,0,0,1,0,0,3.75
2015,"Honda","Honda Mobilio S i DTEC",50624,1,24.2,1498,98.6,7,0,0,0,1,0,0,6.32
2018,"Hyundai","Hyundai Verna 1.6 SX CRDI (O) AT",75000,0,22.32,1582,126.32,5,0,0,0,1,0,0,7.75
2006,"Ford","Ford Fiesta 1.6 ZXI Duratec",87000,1,15.3,1596,101,5,1,0,0,0,0,1,1.37
2010,"Hyundai","Hyundai i10 Sportz 1.2",62000,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.1
2016,"Maruti","Maruti Vitara Brezza ZDi",41372,1,24.3,1248,88.5,5,0,0,0,1,0,0,9.3
2015,"Toyota","Toyota Innova 2.5 VX (Diesel) 7 Seater",70000,1,12.99,2494,100.6,7,0,0,0,1,0,0,12
2017,"Mercedes-Benz","Mercedes-Benz GLA Class 200 d Sport",35000,0,17.9,2143,136,5,0,0,0,1,0,0,23.5
2006,"Maruti","Maruti Alto LXi BSIII",71993,1,19.7,796,46.3,5,0,0,0,0,0,1,1.8
2013,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Elegance AT",62000,0,14.84,2143,170,5,1,0,0,1,0,0,12.5
2015,"Maruti","Maruti Swift LDI",51000,1,22.9,1248,74,5,0,0,0,1,0,0,4.74
2016,"Hyundai","Hyundai Grand i10 Sportz",26038,1,18.9,1197,82,5,0,0,0,0,0,1,5.43
2018,"Toyota","Toyota Fortuner 4x4 AT",37713,0,12.55,2982,168.5,7,1,0,0,1,0,0,31.62
2011,"Toyota","Toyota Innova 2.0 GX 8 STR",78088,1,12.4,1998,132,8,0,0,0,0,0,1,6.3
2017,"Ford","Ford EcoSport 1.5 TDCi Titanium",30453,1,22.77,1498,98.59,5,0,0,0,1,0,0,8.45
2016,"Ford","Ford Figo 1.2P Titanium MT",54000,1,18.16,1196,86.8,5,0,0,0,0,0,1,5
2011,"Toyota","Toyota Fortuner 3.0 Diesel",190000,1,11.5,2982,171,7,0,0,0,1,0,0,13
2012,"Maruti","Maruti Swift Dzire VXI",65097,1,19.1,1197,85.8,5,0,0,0,0,0,1,4.7
2018,"BMW","BMW 7 Series 740Li",28060,0,12.05,2979,320,5,0,0,0,0,0,1,93.67
2012,"Skoda","Skoda Superb 1.8 TSI MT",282000,1,13.14,1798,160,5,0,0,0,0,0,1,3.3
2009,"Maruti","Maruti Wagon R LXI Minor",111000,1,18.9,1061,67,5,1,0,0,0,0,1,1.51
2013,"Renault","Renault Duster 110PS Diesel RxZ",63295,1,19.01,1461,108.45,5,0,0,0,1,0,0,6.09
2015,"Maruti","Maruti Ciaz VXi Plus",35770,1,20.73,1373,91.1,5,0,0,0,0,0,1,5.95
2012,"Hyundai","Hyundai Elantra CRDi SX",125928,1,22.7,1582,126.24,5,0,0,0,1,0,0,9
2015,"Skoda","Skoda Rapid 1.5 TDI AT Elegance",45000,0,21.66,1498,103.52,5,0,0,0,1,0,0,4.25
2013,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Elegance AT",21000,0,14.84,2143,170,5,0,0,0,1,0,0,23.5
2011,"Honda","Honda Accord 2.4 A/T",54774,0,11.7,2354,177.6,5,0,0,0,0,0,1,6.35
2014,"Maruti","Maruti Celerio VXI",41123,1,23.1,998,67.04,5,0,0,0,0,0,1,3.4
2017,"BMW","BMW 7 Series 740Li",17465,0,12.05,2979,320,5,0,0,0,0,0,1,93
2014,"BMW","BMW 3 Series 320d Sport",48000,0,22.69,1995,190,5,0,0,0,1,0,0,21.6
2011,"Volkswagen","Volkswagen Vento Diesel Trendline",173000,1,20.54,1598,103.6,5,0,0,0,1,0,0,4
2018,"Maruti","Maruti Swift Dzire Tour LDI",12000,1,23.4,1248,74,5,0,0,0,1,0,0,5.5
2012,"Land","Land Rover Freelander 2 SE",34000,0,12.39,2179,147.51,5,0,0,0,1,0,0,19.25
2012,"Hyundai","Hyundai i20 1.4 CRDi Magna",71360,1,21.9,1396,90,5,0,0,0,1,0,0,3.95
2012,"Maruti","Maruti Dzire VDI",74000,1,28.4,1248,73.75,5,1,0,0,1,0,0,4.25
2018,"Jeep","Jeep Compass 2.0 Longitude",28937,1,17.1,1956,170,5,0,0,0,1,0,0,17.02
2012,"Maruti","Maruti Ertiga VDI",82085,1,20.77,1248,88.76,7,0,0,0,1,0,0,6.5
2011,"Ford","Ford Figo Petrol ZXI",68465,1,15.6,1196,70,5,0,0,0,0,0,1,2.95
2013,"Toyota","Toyota Corolla Altis 1.4 DG",63854,1,21.43,1364,86.79,5,0,0,0,1,0,0,7.12
2018,"Maruti","Maruti Vitara Brezza ZDi Plus AMT Dual Tone",3000,0,24.3,1248,88.5,5,0,0,0,1,0,0,11.25
2009,"Honda","Honda City 1.5 S MT",65055,1,17,1497,118,5,0,0,0,0,0,1,2.75
2015,"Mahindra","Mahindra Scorpio S10 4WD",120000,1,15.4,2179,120,7,0,0,0,1,0,0,12
2014,"Hyundai","Hyundai Xcent 1.2 VTVT SX",64241,1,20.14,1197,81.86,5,0,0,0,0,0,1,3.67
2008,"Mahindra","Mahindra Renault Logan 1.4 GLX Petrol",2200,1,15.7,1390,75,5,0,0,0,0,0,1,2.3
2008,"Skoda","Skoda Octavia 1.9 TDI",88123,1,18.7,1896,66,5,0,0,0,1,0,0,2.2
2014,"Mercedes-Benz","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury",79000,0,12,2987,224,7,0,0,0,1,0,0,41
2016,"BMW","BMW X1 sDrive 20d xLine",28143,0,20.68,1995,190,5,0,0,0,1,0,0,28.5
2015,"Volkswagen","Volkswagen Vento 2013-2015 1.6 Comfortline",23001,1,15.04,1598,103.2,5,0,0,0,0,0,1,5.49
2013,"Audi","Audi A4 2.0 TDI",82002,0,16.55,1968,147.51,5,1,0,0,1,0,0,17.5
2009,"Ford","Ford Ikon 1.4 TDCi DuraTorq",75000,1,13.8,1399,68,5,0,0,0,1,0,0,1.99
2016,"Hyundai","Hyundai Verna 1.6 CRDi EX MT",37451,1,22.32,1582,126.3,5,0,0,0,1,0,0,6.64
2017,"Toyota","Toyota Innova Crysta 2.4 VX MT",67000,1,13.68,2393,147.8,7,0,0,0,1,0,0,16.5
2016,"Hyundai","Hyundai Grand i10 Asta Option",25000,1,18.9,1197,82,5,0,0,0,0,0,1,5
2017,"Volkswagen","Volkswagen Ameo 1.2 MPI Comfortline",12000,1,17,1198,73.75,5,0,0,0,0,0,1,5.4
2017,"Renault","Renault KWID RXT",25000,1,25.17,799,53.3,5,0,0,0,0,0,1,2.99
2011,"Honda","Honda City 1.5 S MT",95936,1,17,1497,118,5,0,0,0,0,0,1,4.1
2018,"Hyundai","Hyundai Grand i10 1.2 Kappa Magna AT",5354,0,18.9,1197,81.86,5,0,0,0,0,0,1,6.76
2016,"Volkswagen","Volkswagen Polo 1.0 MPI Comfortline",42000,1,18.78,999,75,5,1,0,0,0,0,1,5.5
2014,"Maruti","Maruti Swift VDI BSIV",44282,1,25.2,1248,74,5,0,0,0,1,0,0,5.99
2012,"Nissan","Nissan Sunny 2011-2014 Diesel XV",70000,1,21.64,1461,84.8,5,0,0,0,1,0,0,2.59
2013,"Jaguar","Jaguar XF 2.2 Litre Luxury",31400,0,16.36,2179,187.7,5,0,0,0,1,0,0,26.75
2016,"Maruti","Maruti Ciaz ZDi SHVS",50000,1,28.09,1248,88.5,5,0,0,0,1,0,0,8.5
2011,"Audi","Audi Q5 2008-2012 2.0 TDI",53000,0,12.8,1968,167.6,5,0,0,0,1,0,0,23
2014,"Ford","Ford Figo Petrol ZXI",21727,1,15.6,1196,70.02,5,0,0,0,0,0,1,3.35
2012,"Hyundai","Hyundai Santa Fe 4x4 AT",43000,0,11.72,2199,194.3,7,1,0,0,1,0,0,10.75
2013,"Mahindra","Mahindra Scorpio VLX 2WD AIRBAG BSIV",75000,1,12.05,2179,120,8,0,0,0,1,0,0,6.29
2014,"Renault","Renault Duster 110PS Diesel RxL",73557,1,19.6,1461,108.45,5,0,0,0,1,0,0,7.75
2012,"Audi","Audi A4 New 2.0 TDI Multitronic",44555,0,15.2,1968,140.8,5,0,0,0,1,0,0,13.5
2013,"Maruti","Maruti Eeco 7 Seater Standard",54885,1,15.1,1196,73,7,0,0,0,0,0,1,3.75
2011,"Mahindra","Mahindra Xylo E4",76000,1,14,2498,112,7,1,0,0,1,0,0,3.75
2006,"Maruti","Maruti Wagon R LXI",101000,1,18.9,998,67.1,5,1,0,0,0,0,1,1.5
2005,"Maruti","Maruti Wagon R LXI BSIII",66000,1,14,1061,64,5,0,0,0,0,0,1,1.45
2013,"Maruti","Maruti SX4 ZXI MT BSIV",84360,1,15.5,1586,103.3,5,0,0,0,0,0,1,4.12
2016,"Toyota","Toyota Innova Crysta 2.4 VX MT",25121,1,13.68,2393,147.8,7,0,0,0,1,0,0,17.11
2015,"Toyota","Toyota Innova 2.5 G (Diesel) 7 Seater",1e+05,1,12.99,2494,100.6,7,1,0,0,1,0,0,10.25
2011,"Volkswagen","Volkswagen Polo Diesel Trendline 1.2L",66035,1,22.07,1199,73.9,5,0,0,0,1,0,0,2.49
2015,"Toyota","Toyota Etios G",190000,1,16.78,1496,88.73,5,1,0,0,0,0,1,3.85
2014,"Ford","Ford Ecosport 1.5 DV5 MT Titanium",85670,1,22.7,1498,89.84,5,0,0,0,1,0,0,6.25
2015,"Hyundai","Hyundai Grand i10 CRDi Magna",35000,1,24,1120,70,5,0,0,0,1,0,0,4.88
2016,"Honda","Honda City i VTEC CVT SV",8000,0,18,1497,117.3,5,0,0,0,0,0,1,9.45
2007,"Toyota","Toyota Innova 2.5 G3",162000,1,12.8,2494,102,8,1,0,0,1,0,0,4.8
2012,"Hyundai","Hyundai EON Era Plus",60000,1,21.1,814,55.2,5,0,0,0,0,0,1,1.99
2010,"Hyundai","Hyundai i10 Magna 1.2",70600,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.8
2011,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance",25000,0,12.3,1796,185,5,1,0,0,0,0,1,22
2012,"Mahindra","Mahindra Bolero SLE",75000,1,15.96,2523,62.1,7,0,0,0,1,0,0,4.3
2014,"Skoda","Skoda Laura Ambition 2.0 TDI CR AT",85071,0,20,1968,138.1,5,0,0,0,1,0,0,9.75
2015,"Maruti","Maruti Swift ZXI",40000,1,20.4,1197,81.8,5,0,0,0,0,0,1,5.9
2013,"Audi","Audi A4 2.0 TDI",67000,0,16.55,1968,147.51,5,0,0,0,1,0,0,14.5
2009,"Ford","Ford Fiesta 1.4 SXi TDCi ABS",55000,1,17.8,1399,68,5,1,0,0,1,0,0,2.4
2008,"Maruti","Maruti SX4 Vxi BSIII",62000,1,15,1586,104.68,5,1,0,0,0,0,1,2.11
2017,"Hyundai","Hyundai Grand i10 AT Asta",22526,0,18.9,1197,82,5,0,0,0,0,0,1,7.6
2012,"Maruti","Maruti Ritz AT",57788,0,17.16,1197,85.8,5,0,0,0,0,0,1,3.6
2013,"Mahindra","Mahindra Scorpio 2.6 CRDe",72000,1,10.5,2179,120,8,0,0,0,1,0,0,6
2014,"Mahindra","Mahindra Scorpio S4 7 Seater",83128,1,15.4,2179,120,7,0,0,0,1,0,0,7.45
2011,"Maruti","Maruti Alto LXi",75000,1,19.7,796,46.3,5,0,0,0,0,0,1,2.1
2013,"Renault","Renault Duster 110PS Diesel RxZ",58000,1,19.01,1461,108.45,5,1,0,0,1,0,0,5.2
2017,"Maruti","Maruti Ignis 1.2 Alpha",1000,1,20.89,1197,81.8,5,0,0,0,0,0,1,6.36
