"Year","Make","Name","Kilometers_Driven","Age","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2016,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Style",58205,3,0,19.27,2143,167.62,5,0,0,0,1,0,0,27
2008,"Maruti","Maruti Swift Dzire Vdi BSIV",91000,11,1,19.3,1248,73.9,5,1,0,0,1,0,0,2.85
2012,"Renault","Renault Duster 110PS Diesel RxZ Pack",74000,7,1,19.01,1461,108.45,5,0,0,0,1,0,0,6.35
2010,"Maruti","Maruti Ritz VDi",79324,9,1,21.1,1248,73.9,5,0,0,0,1,0,0,3.3
2013,"Maruti","Maruti Swift Dzire VXI",38623,6,1,19.1,1197,85.8,5,0,0,0,0,0,1,5
2014,"Maruti","Maruti Swift ZDi",59923,5,1,22.9,1248,74,5,0,0,0,1,0,0,6.46
2017,"Hyundai","Hyundai EON Sportz",23360,2,1,21.1,814,55.2,5,0,0,0,0,0,1,3.75
2003,"Maruti","Maruti Zen VXI BSII",61495,16,1,17.3,993,60,5,0,1,0,0,0,1,1.52
2012,"Maruti","Maruti Eeco 7 Seater Standard",56661,7,1,15.1,1196,73,7,0,0,0,0,0,1,3.61
2017,"Audi","Audi Q5 30 TDI quattro Premium",40318,2,0,14.16,1968,174.3,5,0,0,0,1,0,0,43.74
2014,"Audi","Audi Q3 2.0 TDI",60000,5,0,15.73,1968,174.33,5,0,0,0,1,0,0,20
2010,"Maruti","Maruti Swift Dzire VDi",130000,9,1,19.3,1248,73.9,5,0,0,0,1,0,0,3.65
2013,"Tata","Tata Sumo DX",20000,6,1,14.07,1978,83.1,10,0,0,0,1,0,0,5.25
2016,"BMW","BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater",76000,3,0,15.97,2993,258,7,0,0,0,1,0,0,58
2015,"Honda","Honda City i-VTEC CVT VX",30000,4,0,18,1497,117.3,5,0,0,0,0,0,1,8.65
2015,"Tata","Tata Indigo eCS eLX BS IV",150000,4,1,25,1396,69.01,5,0,0,0,1,0,0,2.5
2014,"Volkswagen","Volkswagen Vento TSI",28000,5,0,16.93,1197,103.6,5,0,0,0,0,0,1,7.75
2015,"Maruti","Maruti Celerio VXI",74000,4,1,23.1,998,67.04,5,0,0,0,0,0,1,4.15
2011,"Toyota","Toyota Fortuner 3.0 Diesel",75000,8,1,11.5,2982,171,7,0,0,0,1,0,0,10.85
2010,"Mitsubishi","Mitsubishi Outlander 2.4",76000,9,0,11.3,2360,170,5,1,0,0,0,0,1,5.53
2014,"Volkswagen","Volkswagen Jetta 2007-2011 1.9 Highline TDI",64889,5,0,15.5,1896,105,5,0,0,0,1,0,0,11.5
2015,"Hyundai","Hyundai Creta 1.6 CRDi SX",43000,4,1,19.67,1582,126.2,5,0,0,0,1,0,0,9.25
2011,"Skoda","Skoda Fabia 1.2 MPI Ambiente Petrol",47490,8,1,17.5,1198,75,5,0,0,0,0,0,1,2.29
2015,"Ford","Ford EcoSport 1.5 TDCi Titanium",80000,4,1,22.77,1498,98.59,5,0,0,0,1,0,0,7
2007,"Maruti","Maruti Zen Estilo 1.1 LXI BSIII",60000,12,1,18.2,1061,64,5,1,0,0,0,0,1,1.65
2017,"Maruti","Maruti Ciaz 1.4 Delta",6006,2,1,20.73,1373,91.1,5,0,0,0,0,0,1,8.25
2011,"Mercedes-Benz","Mercedes-Benz New C-Class C 200 Avantgarde Edition C",71703,8,0,14.74,1991,181.03,5,0,0,0,0,0,1,9.14
2016,"Honda","Honda Amaze SX i-VTEC",33000,3,1,17.8,1198,86.7,5,0,0,0,0,0,1,6.5
2015,"Renault","Renault Duster 85PS Diesel RxL",91000,4,1,19.87,1461,83.8,5,0,0,0,1,0,0,5.75
2011,"Volkswagen","Volkswagen Polo Petrol Highline 1.2L",43000,8,1,16.47,1198,73.9,5,1,0,0,0,0,1,2.1
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Diesel",63770,2,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.55
2012,"Jaguar","Jaguar XF Diesel",43510,7,0,14.74,2993,270.9,5,0,0,0,1,0,0,20.5
2017,"Jeep","Jeep Compass 2.0 Limited 4X4",52000,2,1,16.3,1956,170,5,0,0,0,1,0,0,20
2018,"Land","Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic",31427,1,0,15.68,1999,177,5,0,0,0,1,0,0,59.72
2016,"Maruti","Maruti Baleno Alpha Diesel",29000,3,1,27.39,1248,74,5,0,0,0,1,0,0,6.5
2016,"Maruti","Maruti Ciaz ZDi SHVS",56000,3,1,28.09,1248,88.5,5,0,0,0,1,0,0,7.5
2007,"Maruti","Maruti SX4 Vxi BSIII",76000,12,1,15,1586,104.68,5,1,0,0,0,0,1,2.15
2015,"Hyundai","Hyundai Elantra CRDi SX",53615,4,1,22.7,1582,126.24,5,0,0,0,1,0,0,8.44
2013,"Mitsubishi","Mitsubishi Pajero Sport 4X4",132000,6,1,13.5,2477,175.56,7,0,0,0,1,0,0,12.49
2017,"Volkswagen","Volkswagen Ameo 1.2 MPI Comfortline",14800,2,1,17,1198,73.75,5,0,0,0,0,0,1,5.48
2013,"Maruti","Maruti Ritz VXi",35433,6,1,18.5,1197,85.8,5,0,0,0,0,0,1,4.2
2013,"Hyundai","Hyundai Verna CRDi SX",82966,6,1,16.8,1493,110,5,0,0,0,1,0,0,7.2
2014,"Maruti","Maruti Swift Dzire Tour LDI",96000,5,1,23.4,1248,74,5,0,0,0,1,0,0,4.8
2017,"Mahindra","Mahindra KUV 100 mFALCON D75 K6",39528,2,1,25.32,1198,77,6,0,0,0,1,0,0,5.83
2018,"Toyota","Toyota Innova Crysta 2.4 ZX MT",92056,1,1,13.68,2393,147.8,7,0,0,0,1,0,0,18.39
2016,"Maruti","Maruti Baleno Delta 1.2",14930,3,1,21.4,1197,83.1,5,0,0,0,0,0,1,5.85
2016,"Honda","Honda Jazz VX Diesel",38000,3,1,27.3,1498,98.6,5,0,0,0,1,0,0,6.21
2013,"Hyundai","Hyundai i20 1.2 Asta",71000,6,1,17,1197,80,5,0,0,0,0,0,1,3.65
2012,"Hyundai","Hyundai i20 Sportz Diesel",71000,7,1,23,1396,90,5,0,0,0,1,0,0,3.7
2015,"Mercedes-Benz","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",50000,4,0,19.27,2143,167.62,5,0,0,0,1,0,0,30
2016,"Hyundai","Hyundai Xcent 1.2 Kappa Base",48163,3,1,19.1,1197,82,5,0,0,0,0,0,1,4.85
2017,"Hyundai","Hyundai Grand i10 AT Asta",19168,2,0,18.9,1197,82,5,0,0,0,0,0,1,6.93
2016,"Maruti","Maruti Alto 800 VXI",26000,3,1,22.74,796,47.3,5,0,0,0,0,0,1,2.6
2014,"Chevrolet","Chevrolet Sail Hatchback 1.2 LS",37400,5,1,18.2,1199,82.5,5,0,0,0,0,0,1,1.89
2018,"Mercedes-Benz","Mercedes-Benz C-Class Progressive C 220d",8682,1,0,0,1950,194,5,0,0,0,1,0,0,39.5
2012,"Skoda","Skoda Superb Elegance 1.8 TSI AT",95000,7,0,13.7,1798,157.75,5,0,0,0,0,0,1,10
2009,"Audi","Audi A4 2.0 TDI",34000,10,0,16.55,1968,147.51,5,0,0,0,1,0,0,9.95
2014,"Toyota","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",95000,5,1,12.8,2494,102,8,1,0,0,1,0,0,9.45
2017,"Mercedes-Benz","Mercedes-Benz CLA 200 CDI Sport",13689,2,0,17.9,2143,136,5,0,0,0,1,0,0,28.25
2008,"Hyundai","Hyundai i10 Era",84000,11,1,19.81,1086,68.05,5,1,0,0,0,0,1,1.8
2008,"Maruti","Maruti Swift Dzire VXi",47000,11,1,17.5,1298,85.8,5,1,0,0,0,0,1,1.4
2015,"Skoda","Skoda Rapid 1.5 TDI AT Ambition",60001,4,0,21.66,1498,103.52,5,0,0,0,1,0,0,7.25
2012,"Maruti","Maruti Ritz VDi",96000,7,1,21.1,1248,73.9,5,0,0,0,1,0,0,3.6
2004,"Hyundai","Hyundai Accent GLS 1.6",47300,15,1,14.4,1599,94,5,1,0,0,0,0,1,1.2
2014,"Honda","Honda Amaze SX i-VTEC",28246,5,1,17.8,1198,86.7,5,1,0,0,0,0,1,4.94
2007,"Maruti","Maruti Wagon R LXI",65000,12,1,18.9,998,67.1,5,1,0,0,0,0,1,1.25
2013,"Volkswagen","Volkswagen Polo Diesel Comfortline 1.2L",68000,6,1,22.07,1199,73.9,5,1,0,0,1,0,0,4.8
2019,"Ford","Ford Endeavour 2.2 Trend AT 4X2",11209,0,0,12.62,2198,158,7,0,0,0,1,0,0,31.15
2011,"Hyundai","Hyundai i20 1.2 Sportz",41980,8,1,17,1197,80,5,1,0,0,0,0,1,3.3
2012,"Chevrolet","Chevrolet Beat Diesel PS",65000,7,1,25.44,936,57.6,5,0,0,0,1,0,0,2.4
2010,"Honda","Honda Civic 2010-2013 1.8 V MT",38000,9,1,14.8,1799,130.2,5,0,0,0,0,0,1,2
2014,"Maruti","Maruti Wagon R VXI BS IV",51000,5,1,20.51,998,67.04,5,0,0,0,0,0,1,3.1
2014,"Skoda","Skoda Rapid 1.6 MPI Ambition Plus",33855,5,1,15,1598,103.6,5,0,0,0,0,0,1,5.09
2006,"Maruti","Maruti Baleno Vxi - BSIII",146000,13,1,15.4,1590,94,5,1,0,0,0,0,1,1.05
2015,"Ford","Ford EcoSport 1.5 TDCi Titanium",47037,4,1,22.77,1498,98.59,5,1,0,0,1,0,0,7
2010,"Hyundai","Hyundai Accent GLE",58000,9,1,13.2,1495,94,5,1,0,0,0,0,1,2.5
2012,"BMW","BMW 5 Series 520d Luxury Line",61240,7,0,22.48,1995,190,5,0,0,0,1,0,0,17.5
2011,"Maruti","Maruti Alto K10 2010-2014 VXI",91211,8,1,20.92,998,67.1,5,0,0,0,0,0,1,2.1
2013,"Audi","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",84000,6,0,15.73,1968,174.33,5,0,0,0,1,0,0,17.75
2005,"Toyota","Toyota Corolla H4",67000,14,0,11.3,1794,125,5,1,0,0,0,0,1,2.45
2011,"Volvo","Volvo XC60 D5",106976,8,0,13.5,2400,215,5,0,0,0,1,0,0,13.8
2016,"Honda","Honda Jazz 1.5 VX i DTEC",27210,3,1,27.3,1498,98.6,5,0,0,0,1,0,0,5.85
2017,"Maruti","Maruti Ciaz 1.3 Alpha",26322,2,1,28.09,1248,88.5,5,0,0,0,1,0,0,8.9
2016,"Maruti","Maruti Swift VXI BSIV",9107,3,1,20.4,1197,81.8,5,0,0,0,0,0,1,5.15
2015,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Avantgarde",63983,4,0,19.27,2143,170,5,0,0,0,1,0,0,16.56
2010,"Maruti","Maruti Wagon R VXI Minor",134000,9,1,18.9,1061,67,5,1,0,0,0,0,1,1.65
2015,"Mercedes-Benz","Mercedes-Benz A Class A180 Sport",11000,4,0,15.5,1595,120.7,5,0,0,0,0,0,1,16
2008,"Hyundai","Hyundai Santro Xing GL",93000,11,1,0,1086,62,5,0,0,0,0,0,1,1.45
2017,"Maruti","Maruti Swift Dzire AMT ZDI",24852,2,0,26.59,1248,74,5,0,0,0,1,0,0,8.08
2014,"Hyundai","Hyundai Grand i10 AT Asta",37632,5,0,18.9,1197,82,5,0,0,0,0,0,1,4.5
2013,"Nissan","Nissan Sunny 2011-2014 XV Special Edition",55000,6,1,16.95,1498,97.7,5,1,0,0,0,0,1,4.3
2010,"Maruti","Maruti A-Star Lxi",81448,9,1,19,998,66.1,5,0,0,0,0,0,1,2.6
2018,"Renault","Renault KWID RXT Optional",1900,1,1,25.17,799,53.3,5,0,0,0,0,0,1,4.45
2012,"Hyundai","Hyundai Verna 1.6 SX VTVT (O) AT",54957,7,0,17.1,1591,121.4,5,0,0,0,0,0,1,5.37
2008,"Maruti","Maruti Wagon R LXI Minor",55000,11,1,18.9,1061,67,5,1,0,0,0,0,1,1.75
2013,"BMW","BMW 3 Series 320d Sport Line",21983,6,0,18.88,1995,184,5,0,0,0,1,0,0,16.5
2013,"BMW","BMW 5 Series 2003-2012 520d",76000,6,0,18.48,1995,177,5,0,0,0,1,0,0,19
2016,"Tata","Tata Indigo CS eVX",65000,3,1,25,1396,69.01,5,0,0,0,1,0,0,2.8
2015,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",26000,4,1,22.54,1396,88.73,5,0,0,0,1,0,0,6.2
2019,"Maruti","Maruti Omni E MPI STD BS IV",11571,0,1,16.8,796,34.2,8,0,0,0,0,0,1,3.8
2014,"Maruti","Maruti Swift ZDi",81000,5,1,25.2,1248,74,5,0,0,0,1,0,0,6.1
2019,"Ford","Ford Ecosport Signature Edition Diesel",23154,0,1,23,1498,98.96,5,0,0,0,1,0,0,11.65
2014,"Honda","Honda Brio VX AT",26856,5,0,16.5,1198,86.8,5,0,0,0,0,0,1,4.15
2017,"Toyota","Toyota Innova Crysta 2.4 GX MT",67489,2,1,13.68,2393,147.8,7,0,0,0,1,0,0,16.5
2008,"Mahindra","Mahindra Scorpio 2.6 LX",176000,11,1,10.5,2179,120,8,1,0,0,1,0,0,4.3
2010,"Hyundai","Hyundai i20 1.2 Magna",18000,9,1,18.5,1197,80,5,0,0,0,0,0,1,2.25
2014,"Hyundai","Hyundai Verna 1.6 SX",63003,5,1,22.32,1582,126.32,5,0,0,0,1,0,0,6.75
2014,"Mahindra","Mahindra XUV500 W6 2WD",80000,5,1,15.1,2179,140,7,0,0,0,1,0,0,9.4
2014,"Volkswagen","Volkswagen Vento 1.5 TDI Comfortline",56658,5,1,20.64,1498,108.5,5,0,0,0,1,0,0,5.39
2019,"Maruti","Maruti Swift Dzire VDI Optional",18592,0,1,26.59,1248,74,5,0,0,0,1,0,0,8.51
2010,"Tata","Tata Manza Aura Safire BS IV",75695,9,1,13.7,1368,88.8,5,0,0,0,0,0,1,1.85
2012,"Maruti","Maruti Swift VDI",82000,7,1,22.9,1248,74,5,1,0,0,1,0,0,2.5
2013,"Volkswagen","Volkswagen Polo Diesel Highline 1.2L",60000,6,1,22.07,1199,73.9,5,0,0,0,1,0,0,4.75
2009,"Honda","Honda City 1.5 V MT",138000,10,1,17,1497,118,5,1,0,0,0,0,1,3.5
2014,"Hyundai","Hyundai i20 Asta (o) 1.4 CRDi (Diesel)",67000,5,1,23,1396,90,5,0,0,0,1,0,0,5.5
2012,"Honda","Honda City 1.5 V MT",42750,7,1,17,1497,118,5,0,0,0,0,0,1,6.33
2014,"Chevrolet","Chevrolet Beat Diesel",52398,5,1,25.44,936,57.6,5,0,0,0,1,0,0,2.47
2014,"Chevrolet","Chevrolet Spark 1.0 LS",36657,5,1,16.2,995,62.1,5,0,0,0,0,0,1,3.3
2011,"Tata","Tata New Safari DICOR 2.2 EX 4x2",77000,8,1,11.57,2179,138.1,7,1,0,0,1,0,0,3.5
2014,"Mercedes-Benz","Mercedes-Benz GL-Class 350 CDI Blue Efficiency",85000,5,0,11.3,2987,254.8,7,0,0,0,1,0,0,38.75
2008,"BMW","BMW 5 Series 2003-2012 530d Highline",112500,11,0,11.5,2993,235,5,0,0,0,1,0,0,7.99
2013,"Toyota","Toyota Fortuner 2.8 4WD MT",105072,6,1,14.24,2755,174.5,7,0,0,0,1,0,0,13.28
2012,"BMW","BMW X1 sDrive 18i",80000,7,0,11.25,1995,150,5,0,0,0,0,0,1,9.5
2019,"Renault","Renault Captur 1.5 Diesel Platine Mono",3102,0,1,20.37,1461,108.45,5,0,0,0,1,0,0,14.01
2016,"Hyundai","Hyundai Xcent 1.1 CRDi S",14656,3,1,24.4,1120,71,5,0,0,0,1,0,0,6.99
2010,"BMW","BMW 3 Series 320d",105000,9,0,13.2,1995,170,5,1,0,0,1,0,0,11
2008,"BMW","BMW 5 Series 2010-2013 525i",61000,11,0,10.8,2497,215,5,1,0,0,0,0,1,11
2010,"Nissan","Nissan Micra XE",85046,9,1,18.06,1198,75,5,1,0,0,0,0,1,2.3
2014,"Jaguar","Jaguar XF 2.2 Litre Luxury",48000,5,0,16.36,2179,187.7,5,0,0,0,1,0,0,26.5
2011,"Land","Land Rover Range Rover TDV8 (Diesel)",55000,8,0,10.2,4367,308,7,0,0,0,1,0,0,67
2017,"Jeep","Jeep Compass 1.4 Limited Option",4000,2,0,16,1368,160,5,0,0,0,0,0,1,17.75
2010,"Honda","Honda CR-V 2.4 AT",94000,9,0,10.1,2354,152,5,1,0,0,0,0,1,4.8
2013,"Maruti","Maruti Swift VXI",61110,6,1,18.6,1197,85.8,5,0,0,0,0,0,1,4.57
2016,"Hyundai","Hyundai Xcent 1.1 CRDi S",80000,3,1,24.4,1120,71,5,0,0,0,1,0,0,3.5
2015,"Nissan","Nissan Terrano XV Premium 110 PS",43190,4,1,19.01,1461,108.5,5,0,0,0,1,0,0,7.61
2015,"Audi","Audi A4 35 TDI Technology",45000,4,0,18.25,1968,187.74,5,0,0,0,1,0,0,25
2016,"Hyundai","Hyundai Grand i10 Asta Option",44178,3,1,18.9,1197,82,5,0,0,0,0,0,1,5.88
2015,"Toyota","Toyota Innova 2.5 G (Diesel) 8 Seater",84415,4,1,12.99,2494,100.6,8,0,0,0,1,0,0,13.5
2015,"Hyundai","Hyundai i20 1.2 Magna",35000,4,1,18.5,1197,80,5,0,0,0,0,0,1,4.6
2013,"Ford","Ford EcoSport 1.5 TDCi Titanium",44000,6,1,22.77,1498,98.59,5,0,0,0,1,0,0,4.9
2012,"Honda","Honda City 1.5 S MT",67635,7,1,17,1497,118,5,0,0,0,0,0,1,5.25
2018,"Ford","Ford EcoSport 1.5 Petrol Titanium Plus AT",18385,1,0,14.8,1497,121.36,5,0,0,0,0,0,1,12.41
2014,"Volkswagen","Volkswagen Polo Diesel Highline 1.2L",35000,5,1,22.07,1199,73.9,5,0,0,0,1,0,0,3.8
2010,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Avantgarde",49000,9,0,19.27,2143,170,5,0,0,0,1,0,0,8.95
2013,"Ford","Ford Ecosport 1.5 DV5 MT Titanium",69000,6,1,22.7,1498,89.84,5,0,0,0,1,0,0,7.2
2017,"Tata","Tata Indigo GLE",23228,2,1,14.4,1396,65,5,0,0,0,0,0,1,4.5
2014,"Maruti","Maruti Swift Dzire LDI",68462,5,1,26.59,1248,74,5,0,0,0,1,0,0,4.15
2016,"Maruti","Maruti S-Cross Zeta DDiS 200 SH",74611,3,1,25.1,1248,88.5,5,0,0,0,1,0,0,7.94
2014,"Renault","Renault Duster 110PS Diesel RxZ Pack",90000,5,1,19.01,1461,108.45,5,0,0,0,1,0,0,7.25
2016,"Maruti","Maruti Wagon R VXI",22000,3,1,18.9,998,67.1,5,0,0,0,0,0,1,3.7
2010,"Hyundai","Hyundai Santro Xing GL",58163,9,1,0,1086,62,5,0,0,0,0,0,1,2.45
2011,"Chevrolet","Chevrolet Beat Diesel LT",109500,8,1,25.44,936,57.6,5,0,1,0,1,0,0,1.5
2017,"Mahindra","Mahindra XUV500 W4 1.99 mHawk",13363,2,1,16,1997,140,7,0,0,0,1,0,0,12
2012,"Hyundai","Hyundai i10 Era 1.1",51000,7,1,19.81,1086,68.05,5,1,0,0,0,0,1,2.2
2007,"Tata","Tata New Safari DICOR 2.2 EX 4x4",103000,12,1,13.93,2179,138,7,0,0,0,1,0,0,3.6
2009,"Hyundai","Hyundai i10 Sportz",43002,10,1,20.36,1197,78.9,5,0,0,0,0,0,1,1.92
2016,"Toyota","Toyota Innova Crysta 2.8 ZX AT",108000,3,0,11.36,2755,171.5,7,0,0,0,1,0,0,20.5
2010,"Skoda","Skoda Laura Elegance MT",82407,9,1,17.5,1896,106,5,0,0,0,1,0,0,4.25
2013,"Hyundai","Hyundai Grand i10 Sportz",29000,6,1,18.9,1197,82,5,0,0,0,0,0,1,3.2
2014,"Maruti","Maruti Swift Dzire VDI",45000,5,1,23.4,1248,74,5,0,0,0,1,0,0,3.85
2010,"Hyundai","Hyundai i20 Asta 1.4 CRDi (Diesel)",93401,9,1,23,1396,90,5,0,0,0,1,0,0,3.48
2017,"Ford","Ford Figo 2015-2019 1.5D Trend MT",95802,2,1,25.83,1498,99,5,1,0,0,1,0,0,4.55
2016,"Maruti","Maruti Ertiga VDI",130000,3,1,25.47,1248,88.5,7,0,0,0,1,0,0,7
2013,"Maruti","Maruti Ertiga ZDI",67443,6,1,20.77,1248,88.8,7,0,0,0,1,0,0,5.75
2016,"Honda","Honda City 1.5 V AT Sunroof",47681,3,0,16.8,1497,116.3,5,0,0,0,0,0,1,8.73
2009,"Maruti","Maruti Alto LXi BSIII",35000,10,1,19.7,796,46.3,5,0,0,0,0,0,1,1.7
2016,"Ford","Ford Endeavour 3.2 Titanium AT 4X4",68000,3,0,10.91,3198,197,7,0,0,0,1,0,0,29.5
2019,"Maruti","Maruti Vitara Brezza ZDi Plus",34688,0,1,24.3,1248,88.5,5,0,0,0,1,0,0,10.49
2015,"Porsche","Porsche Boxster S tiptronic",10512,4,0,8.6,2706,265,2,0,0,0,0,0,1,64
2016,"Maruti","Maruti Swift ZDi",58000,3,1,22.9,1248,74,5,0,0,0,1,0,0,7.55
2014,"Tata","Tata Zest Revotron 1.2 XT",40000,5,1,17.57,1193,88.7,5,0,0,0,0,0,1,3.95
2010,"Hyundai","Hyundai i20 1.2 Sportz Option",61000,9,1,17,1197,80,5,0,0,1,0,0,1,3.25
2009,"Skoda","Skoda Fabia 1.4 TDI Active",86000,10,1,19.4,1422,70,5,0,0,0,1,0,0,2.75
2015,"Toyota","Toyota Corolla Altis D-4D J",45000,4,1,21.43,1364,87.2,5,0,0,0,1,0,0,7.35
2017,"Volkswagen","Volkswagen Ameo 1.2 MPI Comfortline",55000,2,1,17,1198,73.75,5,0,0,0,0,0,1,4.7
2016,"Hyundai","Hyundai Creta 1.6 VTVT S",36855,3,1,15.29,1591,121.3,5,1,0,0,0,0,1,8.77
2013,"Hyundai","Hyundai i10 Magna 1.2",46821,6,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.42
2015,"Chevrolet","Chevrolet Beat LS",120000,4,1,18.6,1199,76.8,5,0,0,0,0,0,1,2.5
2012,"Jaguar","Jaguar XF 3.0 Litre S Premium Luxury",29000,7,0,14.74,2993,270.9,5,0,0,0,1,0,0,20
2014,"Nissan","Nissan Terrano XL",40000,5,1,13.24,1598,102.5,5,0,0,0,0,0,1,5.25
2013,"Audi","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",60000,6,0,15.73,1968,174.33,5,1,0,0,1,0,0,14.5
2011,"Hyundai","Hyundai i10 Asta AT",64984,8,0,16.95,1197,78.9,5,0,0,0,0,0,1,3.45
2015,"Maruti","Maruti Alto K10 VXI AGS",73204,4,0,24.07,998,67.1,5,0,0,0,0,0,1,3.3
2014,"Audi","Audi Q7 4.2 TDI Quattro Technology",50000,5,0,11.33,4134,335.2,7,0,0,0,1,0,0,51
2017,"Maruti","Maruti Vitara Brezza VDi",35000,2,1,24.3,1248,88.5,5,0,0,0,1,0,0,6.5
2013,"Hyundai","Hyundai EON D Lite Plus",17729,6,1,21.1,814,55.2,5,0,0,0,0,0,1,3.65
2012,"Mahindra","Mahindra XUV300 W8 Diesel",97000,7,1,20,1497,115,5,0,0,0,1,0,0,7.25
2014,"Hyundai","Hyundai Verna CRDi 1.6 SX Option",89614,5,1,22,1582,126.2,5,0,0,0,1,0,0,6.01
2015,"Maruti","Maruti Wagon R VXI",14000,4,1,18.9,998,67.1,5,0,0,0,0,0,1,2.8
2012,"Hyundai","Hyundai i20 Sportz Option",50000,7,1,17,1197,80,5,0,0,0,0,0,1,4
2014,"Honda","Honda City i VTEC V",62505,5,1,17.4,1497,117.3,5,0,0,0,0,0,1,5.95
2011,"Toyota","Toyota Innova 2.5 V Diesel 7-seater",248000,8,1,12.8,2494,102,7,1,0,0,1,0,0,9.2
2012,"Hyundai","Hyundai Verna CRDi SX",94900,7,1,16.8,1493,110,5,0,0,0,1,0,0,5.35
2017,"Tata","Tata Hexa XT",55000,2,1,17.6,2179,153.86,7,0,0,0,1,0,0,12
2015,"Audi","Audi Q7 3.0 TDI Quattro Premium Plus",53735,4,0,12.07,2967,241.4,7,1,0,0,1,0,0,38.94
2008,"Maruti","Maruti Wagon R VXI",53934,11,1,18.9,998,67.1,5,1,0,0,0,0,1,2.69
2013,"BMW","BMW 5 Series 2013-2017 525d Luxury Line",58500,6,0,17.09,1995,218,5,1,0,0,1,0,0,27.5
2014,"Honda","Honda Amaze EX i-Vtech",48000,5,1,18,1198,86.7,5,0,0,0,0,0,1,2.75
2016,"Maruti","Maruti Alto 800 2016-2019 LXI",24000,3,1,24.7,796,47.3,5,0,0,0,0,0,1,2.8
2016,"Hyundai","Hyundai Verna 1.6 SX VTVT",52001,3,1,17.01,1591,121.3,5,0,0,0,0,0,1,6.45
2018,"Tata","Tata Tiago 1.2 Revotron XZ",9565,1,1,23.84,1199,84,5,0,0,0,0,0,1,5.88
2013,"Maruti","Maruti Swift LXI",32953,6,1,18.6,1197,85.8,5,0,0,0,0,0,1,4.65
2014,"Hyundai","Hyundai EON Era",18000,5,1,21.1,814,55.2,5,0,0,0,0,0,1,2.5
2018,"Mercedes-Benz","Mercedes-Benz E-Class E 220 d",20446,1,0,12.6,1950,191.34,5,0,0,0,0,0,1,51.35
2016,"Hyundai","Hyundai i20 Magna 1.4 CRDi",33016,3,1,22.54,1396,88.73,5,0,0,0,1,0,0,6.85
2012,"Toyota","Toyota Etios VD",48000,7,1,23.59,1364,67.05,5,0,0,0,1,0,0,5.25
2014,"Toyota","Toyota Corolla Altis Diesel D4DG",72022,5,1,21.43,1364,87.2,5,0,0,0,1,0,0,9.23
2014,"Mini","Mini Cooper 5 DOOR D",34000,5,0,20.7,1496,113.98,5,0,0,0,1,0,0,22
2014,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",69000,5,1,20.14,1498,88.8,5,0,0,0,1,0,0,5.19
2009,"Skoda","Skoda Superb Elegance 1.8 TSI AT",108000,10,0,13.7,1798,157.75,5,0,0,0,0,0,1,4.35
2013,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde",34700,6,0,10,2148,170,5,0,0,0,1,0,0,24.5
2015,"Maruti","Maruti Swift VDi BSIII W/ ABS",79000,4,1,17.8,1248,75,5,0,0,0,1,0,0,5.75
2016,"Honda","Honda City i VTEC CVT VX",58197,3,0,18,1497,117.3,5,0,0,0,0,0,1,9.19
2008,"BMW","BMW 7 Series 2007-2012 740Li",66000,11,0,8.45,2979,321,5,1,0,0,0,0,1,10.75
2009,"Hyundai","Hyundai i10 Magna AT",60000,10,0,19.2,1197,80,5,0,0,0,0,0,1,2.99
2014,"Maruti","Maruti Swift Dzire VDI",57000,5,1,26.59,1248,74,5,0,0,0,1,0,0,3.89
2018,"Honda","Honda City i DTec VX",45555,1,1,26,1498,98.6,5,0,0,0,1,0,0,11.73
2016,"Maruti","Maruti Omni 8 Seater BSIV",55137,3,1,14,796,35,5,0,0,0,0,0,1,3.11
2014,"Skoda","Skoda Superb 2009-2014 Elegance 2.0 TDI MT",93325,5,1,17.2,1968,138.1,5,1,0,0,1,0,0,14.45
2018,"Maruti","Maruti Ertiga SHVS VDI",38000,1,1,24.52,1248,88.5,7,0,0,0,1,0,0,8.7
2016,"Hyundai","Hyundai Grand i10 CRDi Magna",57738,3,1,24,1120,70,5,0,0,0,1,0,0,5.04
2017,"Maruti","Maruti Ciaz VDi Plus SHVS",38282,2,1,28.09,1248,88.5,5,0,0,0,1,0,0,8.5
